date,value,elevation,station_id
2018-06-22,0.0,1380,GHCND:USC00041700
2018-06-22,0.0,1752,GHCND:USC00045311
2018-06-22,0.0,1485,GHCND:USC00045679
2018-06-22,0.0,676,GHCND:USC00049390
2018-06-21,0.0,1380,GHCND:USC00041700
2018-06-21,0.0,1752,GHCND:USC00045311
2018-06-21,0.0,1485,GHCND:USC00045679
2018-06-21,0.0,676,GHCND:USC00049390
2018-06-20,0.0,1380,GHCND:USC00041700
2018-06-20,0.0,1485,GHCND:USC00045679
2018-06-20,0.0,676,GHCND:USC00049390
2018-06-19,0.0,1208,GHCND:US1CASH0006
2018-06-19,0.0,1380,GHCND:USC00041700
2018-06-19,0.0,1485,GHCND:USC00045679
2018-06-19,0.0,676,GHCND:USC00049390
2017-06-22,0.0,1380,GHCND:USC00041700
2017-06-22,0.0,1752,GHCND:USC00045311
2017-06-22,0.0,1485,GHCND:USC00045679
2017-06-22,0.0,676,GHCND:USC00049390
2017-06-21,0.0,1380,GHCND:USC00041700
2017-06-21,0.0,1752,GHCND:USC00045311
2017-06-21,0.0,1485,GHCND:USC00045679
2017-06-21,0.0,676,GHCND:USC00049390
2017-06-20,0.0,1380,GHCND:USC00041700
2017-06-20,0.0,1752,GHCND:USC00045311
2017-06-20,0.0,1485,GHCND:USC00045679
2017-06-20,0.0,676,GHCND:USC00049390
2017-06-19,0.0,1380,GHCND:USC00041700
2017-06-19,0.0,1752,GHCND:USC00045311
2017-06-19,0.0,1485,GHCND:USC00045679
2017-06-19,0.0,676,GHCND:USC00049390
2016-06-22,0.0,1380,GHCND:USC00041700
2016-06-22,0.0,1752,GHCND:USC00045311
2016-06-22,0.0,676,GHCND:USC00049390
2016-06-21,0.0,1380,GHCND:USC00041700
2016-06-21,0.0,676,GHCND:USC00049390
2016-06-20,0.0,1380,GHCND:USC00041700
2016-06-20,0.0,676,GHCND:USC00049390
2016-06-19,0.0,1380,GHCND:USC00041700
2016-06-19,0.0,676,GHCND:USC00049390
2015-06-22,0.0,1380,GHCND:USC00041700
2015-06-22,0.0,1752,GHCND:USC00045311
2015-06-22,0.0,1485,GHCND:USC00045679
2015-06-22,0.0,676,GHCND:USC00049390
2015-06-21,0.0,1380,GHCND:USC00041700
2015-06-21,0.0,1752,GHCND:USC00045311
2015-06-21,0.0,676,GHCND:USC00049390
2015-06-20,0.0,1380,GHCND:USC00041700
2015-06-20,0.0,1752,GHCND:USC00045311
2015-06-20,0.0,676,GHCND:USC00049390
2015-06-19,0.0,1380,GHCND:USC00041700
2015-06-19,0.0,1752,GHCND:USC00045311
2015-06-19,0.0,676,GHCND:USC00049390
2014-06-22,0.0,1380,GHCND:USC00041700
2014-06-22,0.0,1752,GHCND:USC00045311
2014-06-22,0.0,1485,GHCND:USC00045679
2014-06-22,0.0,676,GHCND:USC00049390
2014-06-21,0.0,1380,GHCND:USC00041700
2014-06-21,0.0,1752,GHCND:USC00045311
2014-06-21,0.0,1485,GHCND:USC00045679
2014-06-21,0.0,676,GHCND:USC00049390
2014-06-20,0.0,1380,GHCND:USC00041700
2014-06-20,0.0,1752,GHCND:USC00045311
2014-06-20,0.0,676,GHCND:USC00049390
2014-06-19,0.0,1380,GHCND:USC00041700
2014-06-19,0.0,676,GHCND:USC00049390
2013-06-22,0.0,1380,GHCND:USC00041700
2013-06-22,0.0,1752,GHCND:USC00045311
2013-06-22,0.0,676,GHCND:USC00049390
2013-06-21,0.0,1380,GHCND:USC00041700
2013-06-21,0.0,1752,GHCND:USC00045311
2013-06-21,0.0,676,GHCND:USC00049390
2013-06-20,0.0,1380,GHCND:USC00041700
2013-06-20,0.0,1752,GHCND:USC00045311
2013-06-20,0.0,676,GHCND:USC00049390
2013-06-19,0.0,1208,GHCND:US1CASH0006
2013-06-19,0.0,1380,GHCND:USC00041700
2013-06-19,0.0,676,GHCND:USC00049390
2012-06-20,0.0,1752,GHCND:USC00045311
2012-06-19,0.0,1752,GHCND:USC00045311
2011-06-20,0.0,1752,GHCND:USC00045311
2010-06-22,0.0,1380,GHCND:USC00041700
2010-06-22,0.0,1752,GHCND:USC00045311
2010-06-22,0.0,1485,GHCND:USC00045679
2010-06-22,0.0,676,GHCND:USC00049390
2010-06-21,0.0,1380,GHCND:USC00041700
2010-06-21,0.0,1752,GHCND:USC00045311
2010-06-21,0.0,1485,GHCND:USC00045679
2010-06-21,0.0,676,GHCND:USC00049390
2010-06-20,0.0,1380,GHCND:USC00041700
2010-06-20,0.0,1752,GHCND:USC00045311
2010-06-20,0.0,1485,GHCND:USC00045679
2010-06-20,0.0,676,GHCND:USC00049390
2010-06-19,0.0,1380,GHCND:USC00041700
2010-06-19,0.0,1752,GHCND:USC00045311
2010-06-19,0.0,1485,GHCND:USC00045679
2010-06-19,0.0,676,GHCND:USC00049390
2009-06-22,0.0,1380,GHCND:USC00041700
2009-06-22,0.0,1752,GHCND:USC00045311
2009-06-22,0.0,1485,GHCND:USC00045679
2009-06-22,0.0,676,GHCND:USC00049390
2009-06-21,0.0,1380,GHCND:USC00041700
2009-06-21,0.0,1752,GHCND:USC00045311
2009-06-21,0.0,1485,GHCND:USC00045679
2009-06-21,0.0,676,GHCND:USC00049390
2009-06-20,0.0,1380,GHCND:USC00041700
2009-06-20,0.0,1752,GHCND:USC00045311
2009-06-20,0.0,1485,GHCND:USC00045679
2009-06-20,0.0,676,GHCND:USC00049390
2009-06-19,0.0,1380,GHCND:USC00041700
2009-06-19,0.0,1752,GHCND:USC00045311
2009-06-19,0.0,1485,GHCND:USC00045679
2009-06-19,0.0,676,GHCND:USC00049390
