date,value,elevation,station_id
2018-07-09,0.0,1737,GHCND:USS0022G33S
2018-07-09,0.0,1450,GHCND:USC00351546
2018-07-09,0.0,1976,GHCND:USC00351946
2018-07-09,0.0,1478,GHCND:USS0021F22S
2018-07-09,0.0,1645,GHCND:USS0021G17S
2018-07-09,0.0,1609,GHCND:USS0022F18S
2018-07-09,0.0,987,GHCND:USS0022F45S
2018-07-09,0.0,1831,GHCND:USS0022G06S
2018-07-08,0.0,1450,GHCND:USC00351546
2018-07-08,0.0,1976,GHCND:USC00351946
2018-07-08,0.0,1478,GHCND:USS0021F22S
2018-07-08,0.0,1645,GHCND:USS0021G17S
2018-07-08,0.0,1609,GHCND:USS0022F18S
2018-07-08,0.0,987,GHCND:USS0022F45S
2018-07-08,0.0,1831,GHCND:USS0022G06S
2018-07-08,0.0,1737,GHCND:USS0022G33S
2018-07-07,0.0,1737,GHCND:USS0022G33S
2018-07-07,0.0,1450,GHCND:USC00351546
2018-07-07,0.0,1976,GHCND:USC00351946
2018-07-07,0.0,1478,GHCND:USS0021F22S
2018-07-07,0.0,1645,GHCND:USS0021G17S
2018-07-07,0.0,1609,GHCND:USS0022F18S
2018-07-07,0.0,987,GHCND:USS0022F45S
2018-07-07,0.0,1831,GHCND:USS0022G06S
2018-07-06,0.0,1737,GHCND:USS0022G33S
2018-07-06,0.0,1450,GHCND:USC00351546
2018-07-06,0.0,1976,GHCND:USC00351946
2018-07-06,0.0,1478,GHCND:USS0021F22S
2018-07-06,0.0,1645,GHCND:USS0021G17S
2018-07-06,0.0,1609,GHCND:USS0022F18S
2018-07-06,0.0,987,GHCND:USS0022F45S
2018-07-06,0.0,1831,GHCND:USS0022G06S
2018-07-05,0.0,1976,GHCND:USC00351946
2018-07-05,0.0,1478,GHCND:USS0021F22S
2018-07-05,0.0,1645,GHCND:USS0021G17S
2018-07-05,0.0,1609,GHCND:USS0022F18S
2018-07-05,0.0,987,GHCND:USS0022F45S
2018-07-05,0.0,1831,GHCND:USS0022G06S
2018-07-05,0.0,1737,GHCND:USS0022G33S
2018-07-04,0.0,1976,GHCND:USC00351946
2018-07-04,0.0,1478,GHCND:USS0021F22S
2018-07-04,0.0,1645,GHCND:USS0021G17S
2018-07-04,0.0,1609,GHCND:USS0022F18S
2018-07-04,0.0,987,GHCND:USS0022F45S
2018-07-04,0.0,1831,GHCND:USS0022G06S
2018-07-04,0.0,1737,GHCND:USS0022G33S
2018-07-03,0.0,1976,GHCND:USC00351946
2018-07-03,0.0,1478,GHCND:USS0021F22S
2018-07-03,0.0,1645,GHCND:USS0021G17S
2018-07-03,0.0,1609,GHCND:USS0022F18S
2018-07-03,0.0,987,GHCND:USS0022F45S
2018-07-03,0.0,1831,GHCND:USS0022G06S
2018-07-03,0.0,1737,GHCND:USS0022G33S
2018-07-02,0.0,1450,GHCND:USC00351546
2018-07-02,0.0,1976,GHCND:USC00351946
2018-07-02,0.0,1478,GHCND:USS0021F22S
2018-07-02,0.0,1645,GHCND:USS0021G17S
2018-07-02,0.0,1609,GHCND:USS0022F18S
2018-07-02,0.0,987,GHCND:USS0022F45S
2018-07-02,0.0,1831,GHCND:USS0022G06S
2018-07-02,0.0,1737,GHCND:USS0022G33S
2018-07-01,0.0,1737,GHCND:USS0022G33S
2018-07-01,0.0,1450,GHCND:USC00351546
2018-07-01,0.0,1976,GHCND:USC00351946
2018-07-01,0.0,1478,GHCND:USS0021F22S
2018-07-01,0.0,1645,GHCND:USS0021G17S
2018-07-01,0.0,1609,GHCND:USS0022F18S
2018-07-01,0.0,987,GHCND:USS0022F45S
2018-07-01,0.0,1831,GHCND:USS0022G06S
2017-07-09,0.0,633,GHCND:US1ORJC0016
2017-07-09,0.0,1450,GHCND:USC00351546
2017-07-09,0.0,1976,GHCND:USC00351946
